Vehicle_Title,Review_Title,Review,Rating
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),A ride in the theme park," I bought a silver 2007 Cayman with Tiptronic in September 2007.  I believe it's one of the few Caymen with Tiptronics in CA.  Engine: Tiptronic still delivers excellent power / acceleration without the Cayman S engine. Best of all, it's idiot proof.  Inside: the cockpit design is unique. To quote my wife, it feels like getting into a 007 car. However, Tiptronic handle bar does not light up at night.  Ride experence:  a luxury sedan can get you from point A to point B quietly, without you ever noticing its presence.  A Cayman, on the other hand, will turn each driving trip into a Disneyland theme park ride - fun, exciting, but not scary.    ",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Porsche... there is no substitute.," This is a sportscar that has to be driven to be believed and for the normal driver the 2.7 has more than enough hp and torque to keep a permanent grin on your face.  As mine is a daily driver, in heavy traffic, I chose the Tiptronic and I'm not disappointed with its performance at all.  In manual mode it shifts extremely quickly and it screams thru the twisty turns, easily keeping pace with my buddy's Corvette... without ever touching the brakes.  The car is a real looker in meteor gray with the Boxster S wheels, chrome twin exhaust and I really like the preferred package extra touches.  Be prepared to talk ""Porsches"" to complete strangers drooling over your car as most have never seen one.  ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),The REAL Ultimate Driving Machine," This is my first Porsche after a myriad of other sports cars, Z4, RX-8, several Miatas, SLK, etc.  The Cayman S is without question superior to all of the foregoing.  Its sound is intoxicating as is its performance and handling, and brakes.  It works well as a daily driver, too.  It has very satisfactory storage space and holds my golf clubs in the rear trunk with a little juggling.  It is just a great car that Porsche is holding back on to keep the iconic 911 on top.",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Glued to the Road Always," Bought 6 speed manual Cayman S as pleasure driver, not everyday commuter.  Have had for 2 months, have about 3000 miles on it, highlight was a drive up and back on back roads including Highway 1 LA to Monterey for MotoGP a few weeks ago. Handling, shifting, road feel superb, I spent a lot of time going through the twisties and laughing out loud with pleasure.  Has plenty of power on the street to get you tickets even if it does not have 911 hp.  And it is not even broken in yet.  Car gets a lot of looks, and I love the look of it (and I hate the Boxster.) Yes the car is noisy and a very firm ride (19 inch wheels), stereo is so so but listening to the engine is the real musical experience!",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),"Just like old times, just better"," I've had my '07 Cayman S for about a month now and all I can say is WOW! Of the Porsches I have owned and driven, this is by far and away the best handling and best looking. The husky exhaust note and power @ 4500 rpms and above is incredible. The Cayman S is 100% pure sports car. With a few tweaks to the 3.4 ltr. engine, suspension and exhaust coupled with the mid engine platform, the Cayman S's performance is as good if not better than the 997 for a lot less money. ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),The REAL Ultimate Driving Machine," The Cayman S is simply the best sports car for the buck.  No, it's not the fastest, but straight-line speed is only a part of the equation.  This car handles like no  other I've owned, including a multitude of Benzes, BMWs, Miatas and an RX-8.  To add to its value, it is a useful sports car with decent storage and trunk space for its two passengers.  And it works as a daily driver with decent gas mileage and comfort.  This car is a truly wonderful machine that Porsche will probably regret that they built once 911 owners find out that buying down will give them a new high!",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Cayman out of Water, This car is so fun to drive.  I love the automatic transmission (can't drive a stick anymore for medical reasons).  I get a lot of looks in this car.,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Cayman Review, Have had the 2.7L base Cayman for three months. Almost the performance of the S model for $10K less. Car puts smiles on my face everytime I drive it. Hugs the corners like its glued to the road. Excellent build quality and gorgeous sheet metal - lots of compliments. ,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),I think I made a mistake...," I drooled over the Cayman for a month before finally buying the car.  I think it is a real stunner in sheet metal, prettiest car on the road.  I am starting to find the interior noise and the rough ride wearing on my nerves, especially if the pavement is rough. I came out of a 330ci that was a nice car and almost as peppy, but not as much fun to drive.  The dealer suggested I change out the tires to a non performance model but that is a bit costly so I guess I'll just deal with the road noise.  I can't imagine going on a long trip in the Cayman without plenty of Motrin.  Starting to remind me of my ex - beautiful to look at but hard to take after awhile.  Maybe I just miss my BMW.",4
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),My Cayman S," This is a true sports car, and sounds like it. The quality of the vehicle is superb. This car is for those that love to drive, and get there quickly and safely. The brakes are the best of any vehicle I have ever driven. The manual transmission is one of the best I have used. I simply love to drive this car.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Fun car, This has been an absolutely fun car to drive.  It is driveable on a daily basis and just a kick to be in.  Bought with preferred package plus with tip and love every aspect of it.,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Pure Porsche ," I just purchased my first Porsche and am very happy with its performance. I traded up from a BMW X5 and haven't looked back once. The handling is nothing short of telepathic and cabin comfort is ideal. I opted for the Tiptronic automatic transmission because of traffic and am pleased with its performance. The car has turned a good many heads since I purchased it. The cargo space is surprisingly generous for such a car, as I can fit a (small) bag of golf clubs in the rear hatch. ",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),My Cayman," I have owned Benz, Z3s, Z4s, Boxsters, RX7s, Talons, and I am ashamed to say 6 Corvettes. The Cayman is one of the most wonderful cars that I have owned.  With the rear spoiler up, people actually think I am driving a 911.  With the quality and look of the interior, I did not have to go with the 911.  The ride is smooth, the handling is superb, and the middle range power and acceleration (60-120) is out of this world!  I purchased this one and will own it forever.  I retire in 3 years and am looking forward to driving cross country and seeing every sight that I have missed before I pass away. Love my Cayman!",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),"What a Car!  Vielen Dank, Porsche!"," it was time to move into modern times from my 1981 Corvette. I am more than thoroughly pleased with my Cayman!  The body design is, well, simply gorgeous. For 245HP, it performs nicely even at >6,000 ft. elevation. The fit and finish are incredible. At a lanky 6' 2"", it is more than accommodating. It has lots of luggage space.  It will be terrific for our road-trip ventures. My black-on-black certainly turns heads (yes, a little ""vanity"" there...). It's just a perfect fit.  It's a fantastic car for the price, period.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),My Cayman Rules," I have driven over 40 autos since the age of 16.  6 Corvettes, 3 BMWs, 3 Mazdas, 3 Mercedes, Talons (Junk), Buicks, 442s, and countless others, but this is the best thing since sliced manifolds.  The Cayman is far, above, and beyond any other autos out there.  Although it has more horsepower than my Boxster, and less torque, it is the quickest thing I have driven since my 427 vette fitted with tripower (69).  The mid range  power is fun, and truly sends me and passengers into the seats.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),My First Porsche," I have had many Corvettes, all of which were maintenance nightmares. I moved on to the 2004 350Z, which never cost me a dime and delivered lots of performance and pleasure.  I wanted to move up to Porsche and liked the mid-engine design.  I love the sound this car gives to you with each gear change.  It handles better than my Z and is just a touch faster. ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Just Picked One Up...," I just got a new 2007 Cayman S model. I am very happy with it overall. It is great looking, well built, and has a nice interior. It's also very quick. It drives like a sports car, meaning a firm, but not harsh ride. I went with the 19"" wheels. Some options should be standard, but that's Porsche. Its gas mileage stinks, but that's to be expected. This car has great German engineering all around, even in the smallest details.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Best Car I've Ever Owned," This is by far the best handling, fun to drive car I've ever owned.  The styling is classic.  The precision steering and great brakes make it feel safe at all times.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Weekend Delight," I purchased the Cayman to replace our '05 SLK350 and drive it primarily on weekends.  I test drove most of the competition as well as the Cayman S and 911 Cabriolet.  For me, the Cayman has the perfect blend of style, performance, efficiency and value.  Sure, there are times when I think I could use the extra hp but those times have been seldom.  Although some will tell you that they prefer the more ""classic"" line of the 911, I think the Cayman is in a style class by itself.  Just hand the key to any valet if you need confirmation.  If you want a livable, fun to drive two seater, I don't think there is any car on the market that can match the new Cayman.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Class Act," Driving the Cayman s brilliant. Even sitting in it you feel 50% better for being alive.  Everything is to hand switchgear wise, plenty of seat adjustment, good visibility.  The responsiveness of the engine when you are already cruising at 80 reminds you that its really going at half speed. It is so solid on the road that even with side winds doing high speeds. Long bends where previous cars would go light at speed are no problem at all.  The only drawback so far are the chips from small stones on the bonnet - well you can't have everything. I bought the plastic trays for the front and rear storage as recommended by the local Porsche Club chairman.  Roll on the Panamera : )",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),True Driver's Car," This is the first Porsche that I have fit into, barring the sunroofless GT3. I have been in a sports car-less funk since I sold my '95 Miata R-package. The Cayman is the perfect replacement. It is a comfortable daily commuter with absolutely brilliant handling and perfect suspension tuning. The 2.7 liter six engine is an absolute gem, very flexible and aurally pleasing. It is also very practical with both trunks and cabin storage.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),I'm Sure Glad I Didn't Get the BMW., I had ordered a '07 BMW 3-Series Coupe and I thank God every day I get into this car that I purchased a Cayman instead of waiting for the BMW.  This car fits like a glove and drives like a dream.  I find myself feeling sorry for all those people driving anything other than a Porsche. ,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Excellent Car, This is my first Porsche and I absolutely love it!  I drove a Jaguar before this one and I definitely prefer the Porsche Cayman.  It captures attention every time I'm on the road.,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),"Who Needs the ""S""?"," I traded in my 2004 Nissan 350Z and what a difference.  The Cayman is refined, has smooth power, incredible brakes, and handling that is go-cart like.  Beauty is in the eye of the beholder and this design is a BEAUTY!  It has class, balance, and style.  My Cayman has no options except 18"" Cayman S wheels which I highly recommend and the Arctic Silver Metallic paint.  You don't need anything else and this gets you a sub $50,000 race car for the road.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Fantastic Car!," In everyday driving the Cayman is civilized, comfortable, and easy to drive.  When the traffic thins out and the road opens up, it takes on a whole different personality, gobbling up twists and turns with the engine roaring like a savage beast.  After a month I still haven't really used the Bose sound system.  The sound of the engine is even better music to my ears.  Now that the break-in period is over, I can savor the sounds of the upper rpm range... sweeeet!",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Better Than My 2003 BMW M3," This is easily the best overall perfoming car that I have owned. It feels quicker than my BMW M3, except from 70 mph up. Its handling outshines all (for the money) except the Lotus Elise, but the build quality and sound from behind you more than make up for any performance difference. The ride quality allows for daily driving without punishment. Additionally, the manual transmission is wonderfully weighted and precise.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),"Great Car, but Overpriced"," I wanted to test drive the new entry level Porsche. The Boxster S is the same price so it is a better deal.  I liked the car, but it needs 50 more horses to really be worth the $55,000 price tag.  The handling and shifter are the best.  Compared to BMWs and the Corvette, which both cost same amount, this Cayman is way more fun to drive and it has better handling.  But 245HP is way to weak for a $55,000 car.  Porsche also needs to stop jacking people on the options which can easily add $10,000 - $20,00 more to the car's price.  Skip the Cayman and get the Cayman S or 911.  But that engine sounds sweet!",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Phenomenal Car," Without a doubt the Cayman is the best car I have owned, my previous car was an Audi A6 2.7T. This car does it all, it's fast, handles great, and turns heads.  It has plenty of usable power.  It sounds awesome accelerating. Its build quality is first class. Porsche has built a winnner. ",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),awesome Ride," The Porsche Cayman handles like a dream.  Its performance is great, the lines look like a '37 Bugatti Atlantic.  Porsche did a great job with this car.",5
2012 Porsche Cayman Coupe R 2dr Coupe (3.4L 6cyl 6M),2012 Porsche Cayman R is the next great classic!!," I have owned several Porsches including twin turbo 911s and driven Lambos, Ferraris and Nissan GTRs.  The Cayman R is more fun than anything I have driven.  It completely connects you with the road more than these other exotics.  My guess is the value of the Cayman R has bottomed out as of mid 2017 so now is the time to buy one!",5
2012 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),Worth every penny," This is a super car, fun to drive, surprisingly comfortable, quick and responsive. On the downside it is expensive to repair, but with extended warranty there are less worries.",5
2016 Porsche Cayman Coupe GTS 2dr Coupe (3.4L 6cyl 6M),An Excellent Sports Car!," This car is a blast to drive! It looks gorgeous at any angle with beautiful lines and dimensions. The 3.4L engine is powerful and sounds amazing (I would definitely recommend the Sport Exhaust!) all the way to its redline! Handling is second to none with so much grip and the feedback from the steering wheel is perfect. With a low curb weight and a stiff chassis, the Cayman does a wonderful job of carving through winding roads all day long. Braking is superb and constant. While not necessarily the import factor in buying a sports car, the gas mileage is pretty good in my opinion for what the car has to offer. I can get in the low 30's on the highway and average about 24 mpg combined (not far off from other 6 cylinder vehicles I have driven). The interior is well laid out  and has plenty of room for occupants (I'm 6'5"" and by no means uncomfortable) though egress in and out can take a little getting used to if you are tall, but this is true of most smaller sport cars. Materials are top notch and the level customization is pretty incredible (though it can get pricey quickly). I love this car and see myself driving it for a long time!",5
2016 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),Great for what it is," Great handling, very responsive engine, more room than the 911, very close quarters inside but I knew that going in.  Some of the climate controls don't work as I'd like; always turning on when the car is started even if it was off when the car was stopped, no way to just use the fan without it trying to match the temperature settings.  Nav is less intuitive to use than a Garmin.  I'd prefer less technology overall, less complexity.  A design issue is that they use gravel on the roads here when there's ice and the brakes are susceptible to gravel getting stuck in them causing a scraping sound and possibly need an expensive fix by the dealer, so I find myself limiting my winter driving.  But it's really fun to drive.",4
2016 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),2016 Cayman is a real pleaser!," I traded my 2006 Guards Red Cayman S for my new 2016 Agate Gray Cayman, and I am very glad that I did. Both cars were super fun to drive, each for slightly different reasons. Plenty of power, great handling, and superb brakes for having fun on the highways and back roads. The car is agile and accurate, moving perfectly in response to a tight steering ratio, and great road feel transmitted to me while underway.  The 2016 has a little more leg room inside for taller drivers. My fuel consumption is not as good as advertised, but that is because when I drive the car I usually am in Sport Mode and maximizing the ""fun"" that I bought the car for. If there is anything to complain about, it is that I sometimes get carried away with the amount of fun that I am having while running faster than the posted limits! I don't do lots of boring expressway driving, which would greatly improve the average fuel economy.   Aug. 2017: I have now owned this 2016 Cayman for over a year, and I continue to enjoy immensely the car on the road, in all types of weather and traffic conditions.",5
2016 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),A sad buy, Porsche should cancel the Cayman. The 911 is the only true Porsche coupe.,2
2016 Porsche Cayman Coupe GTS 2dr Coupe (3.4L 6cyl 6M),Adult Go-Cart," My 2016 Cayman GTS is an absolute joy to drive.  While not the fastest car on the road, the handling and road feel are exceptional.  Truly you are one with the car.",5
2016 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),981 CAYMAN SEAT SQUEAKS, I believe every 981 drivers have squeaking issue. I replace the seat support but the noise came back after 4 month so basically this seat only can hold up for 4 month. I guess will have to order the seat support parts again and I know this new seat support parts will only last for another 4 month but what the heck. I will just keep order the parts until I sell this junk....(UPDATE) and 2017 I sold this junk,1
2016 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),"Unlike previous reviewer, I'm a real Porsche owner"," Sorry, but ""911 drives like a bloated Buick""?  ""Namby pamby automatic transmission""?  [non-permissible content removed]  I'm a 10 year member of the PCA and have never heard any real Porsche owners talk such stupidity.Now, regarding the Cayman....I own a 2014 Cayman S with 6 speed manual that was just in for its 3 year (24k miles) service.  What a low cost pleasure it has been.  Still on all four original 20"" Pirellis with 5/32+ tread left and brakes are like new (8/32+)......notwithstanding two half day auto cross events.  Tight as a drum and not a rattle to be found.  The Cayman is a better daily driver than my previous 911/997 S.  Which, BTW, handled spectacularly as well, but the 911 is 300+ lbs heavier, not as nimble and a rougher ride  around town.  I've averaged 21 mpg since new, with 30 mpg at 75+ on highway.  Golf clubs fit in the hatch, the ""frunk"" handles the luggage; I've been on several weekend roundtrips of 600-800+ miles with my wife.  Handling and steering  are truly exceptional - equal or better, IMO, than my buddy's Ferrari 430.  Straight line acceleration isn't head-snapping spectacular, but still very good and better than ""only"" 325 hp suggests; thanks to the 2,900 lb curb weight.  Short throw 6 speed makes rowing your own a true pleasure on this car (notwithstanding that the PDK is the best dual clutch transmission on the planet, for anybody that is uneducatedly concerned about being a namby-pamby)   Overall, the Cayman S is the most enjoyable sports car I've owned.  Recommend PASM and sport chrono packages.  Also, 18 way adaptive sport seats are great, but if you need to save $3,000, the manual ""Sport Seats Plus"" are more than adequate.",5
2016 Porsche Cayman Coupe GTS 2dr Coupe (3.4L 6cyl 6M),Best Car I'll Ever Own," Upon retiring, I didn't need a boat-of-a-car anymore, so I decided to downsize.  The Cayman's the perfect choice.  I considered a 911, but, though it's a two-seater, it feels and drives like a bloated Buick.  Although I come from a Lexus family (5 cars, 48 total ownership years), I'm not accustomed to the design and build quality that Cayman gives.  It is rock solid and is a pleasure to drive.  The gas mileage is much better than my last Lexus sports car, and its performance, as expected, blows it away.  I specially ordered a manual transmission and have no regrets--why would anyone want automatic transmission on a sports car?  It's not that easy to get in and out of, but that's the sacrifice you have to make to own a car that catches your eye every time you're near it.  A friend was torn between buying a Corvette or a Porsche, to which my response was ""Why would you consider buying the best hamburger McDonald's makes over a steak at a steak house?""  Corvettes are beautiful cars, but buying one over a Porsche?  No rational person could make that choice.  (The friend ended up cancelling his Corvette order and bought the Porsche.)I've had my Cayman for 30 months now, and I have no reason to change any of my earlier opinions.  It's worth every penny of what I paid.  Why would anyone buy anything else?",5
2011 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),Love my Cayman," If you enjoy driving, and if you appreciate the performance of a well balanced and harmonized vehicle, you will probably enjoy driving a Cayman. As with any car, do your research and due diligence before committing to a purchase.",5
2011 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),Can I see my engine please," I just had the car for 3 days and put 200 plus miles on it. It's a fun car to drive, the handling is superb. Mine comes with sport chrono and comfort package, paddle shift steering, sound system upgrade, natural leather(red), 19"" wheel, and most of other options (bi xenon, etc). I regret my choice of an optional 19"" wheel, it makes the car too stiff and feels heavier then the test drive car. Maybe it would be better combined with optional PASM which I didn't take. ",4
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Pure Perfection, The best Porsche,5
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Hell of Ride.  Worth the bucks  Cayman S is best," Electronics can be challenging but dealer is helpful.  Get the Cayman  S,  less than 325 hp might disappoint.",5
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Superb vehicle, This is my 3rd 718 and it won't be be my last,5
2014 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),Remarkable car...," First, I am an engineer in the world of transportation, mostly left brained with appreciation of art and music, hyper critical of all things automotive and not prone to hyperbole. This all started with a 2007 Cayman. In 56000 miles the car never broke once, nothing. One headlight bulb burned out and the batteries in the wheel sensors went to sleep. No leaks, no oil consumption, original brakes, 1.5 sets of tires. The car kept running while driving through the full force of a hurricane in Texas. Tractor trailers pulling doubles, carrying giant windmill blades totally buried the car with tire wash several times, the car never noticed, it managed ""as bad as it gets"" with grace and control, flawless. My faith in Porsche is rock solid. The 2014 Cayman; driving back from Lake Tahoe, pull off into a Porsche dealer and sit in a 2016 Cayman, it has me at Hello. Can't afford new, but CPO solves the problem with an anthracite brown, base 2014, with tan interior and 9600 miles on the odometer. Dealer research (not CARFAX) shows 3 software updates, no service problems, wrote a check, car is mine. This car is unbelievable, not an engineering term. It spent 2 winters in New York State. The car is flawless. Handling, motor, PCM, comfort, climate control, lighting, PDK etc., flawless. I learned to fly years ago, this is better. History puts 7 BMW sedans in my driveway, so far this is better. The car knows what I expect from it, before I ask. Not a car word, but the experience is ""personal"", balanced, involving. It's more like you wear the car then drive the car. My hope is the 2014 can live up to the delivery of the 2007. Time will tell the story, but for now ""remarkable"" fits best.In the end I sold this remarkable car. The emotional burden every time I left the car parked somewhere and the thought of something happening to it was not worth it. I know of more than one person who has taken the same path. The car was resold in less than 12 hours. I wanted to purchase a Porsche SUV, but could not afford it.As a final comment, I believe Porsche will live to regret moving the Cayman to 4 cylinders.",5
2014 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),Base PDK is the daily driver king," My 2016  base model Cayman has the PDK transmission. This is my daily drive, as such, economy & reliability were important considerations. I constantly  obtain 31/32 MPG at 80+ MPH. In spite of  consistent reviews that claim the base engine lacks power, I find the 275 HP adequate and the base Cayman a blast to drive on open roads. The base engine would most likely lack required power to be competitive in a high performance track race, especially when powering out of turns for maximum lap times, but since I'll never get it on a race track, shes plenty fast. The PDK  transmission maximizes the cars performance, it's split second shifts can't be matched by man. I got the standard 18"" wheels & passed on every other option other than navigation, comfort pkg & sport steering wheel. After adding transportation fees and a clear bra I wangled a deal of $56,000 plus tax&license. I've had the car 7 months & 5,000 miles with no issues or regrets.  If your thinking about a sports car, I would strongly recommend the base Cayman with PDK as a consideration. As of mid April 2017, I  have nearly 8,000 trouble free miles on my base Cayman. On my latest weekend trip it got a whooping 33.6 MPG at 80/85 MPH!! The only negative is the cost of maintenance, the 1st oil change ran nearly $350!!! I'm told the 2nd service will be nearly $750.00 AND the 4th or 40,000 service is an astronomical $1500!! These are little mentioned details not provided by Porsche dealers during the buying experience. I do love the car, so I'll pay  & hopefully keep it 10 years. Just a reminder, mine is a 2016 model with the 2.7 liter six cylinder. The new  2017 Porsche Cayman's are now designated 718 models and have new 4 cylinder turbo charged engines, a design that's yet to be proven.It's now April 2018, I have 11,000 miles on the odometer without a hitch. All the hype about the base model with 275 HP being slow, is strictly MFG spin to get  buyers into high end models for more profit with a chance to visit your local jail. My battery was marginal so the dealer installed a new one under warranty. The car is all I expected EXCEPT for the cost of maintenance. The 10,000 mile service did cost $350.00, & the 2 yr (or  20,000 mi) service cost me over a grand and now I understand the 40,000 mi service is nearly TWO GRAND!!! I also head from Porsche service reps that the 718 Turbo Cayman is even more!! So be prepared to take out a 2nd on your house  once a year.",5
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Cayman S - Mid Engine beauty," This car turns heads, and is less common than the 911. Performance is down on the 911 standard, but for road driving, its perfect. The mid-engine allows the car to handle like it is on rails. Love it!",5
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),OMG  Mega!!," Pure sports car! Better than the 911S. Great every day driver. Awesome track car. No need to gussy it up with options! The lighter the better! It's a pure drivers and Sports car. Among the Best money can buy and it's under 100K. As they say ""there is No substitute."" If you get your hands on one you will never let go. Mega!  Note cockpit best suits  a person over 5'5 and under 6'1. It's a very compact and sporty interior. Exactly what you want in a superb sports car! Trust me! You've got to get one. As the say ""many miles of smiles and excitement! Guaranteed!! The best sports car I've ever owned hands down!",5
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),2010 Cayman S vs. 2014 Cayman S," I had a 2010 Cayman S, great vehicle, Edmunds is spot on about the steering, it was better in the old model.But the new 2014 model is much more comfortable and forgiving on last distance runs.The NAV / Bose Sound System / Interior much better than previous model.Handling is exceptional and exterior looks greatly improved.My only issue is that I bought a dealer demo with 750 miles.It was delivered to me W/O inspection.Had problems with power seat & unbalanced tires.One of the tires I found a nail in it and cost me $446 to get a new one.Avoid The Collection in Miami.",4
2014 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),What more do you need!," I just bought a 2014 Cayman S. Base price $63,800.00 after options sticker was over $ 84,000.00. The only negative about this car. But no regrets. I can't say how much I love this car. The feeling you get when you get behind the wheel and turn the key and hear that engine behind you is a like a natural high. And when you get it out on the road and hit the pedal in Sports Plus the rush is amazing. This car has all the power you need. Actually you can't really get to enjoy it because there is not many roads that you can really take advantage of what this car can deliver. This is my second Cayman. First was a 2007 Cayman Base. The difference in the 2014 is amazing. A total different car. ",5
2014 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),Base 2014 Cayman," I purchased this car from Brumos and had the most positive experience ever buying a car. Delivery took about an hour. The quality of this car is outstanding, it handles like it is glued to the ground, and there is plenty of power to get you out of trouble immediately. Luggage space is impressive and long drives are comfortable. I got 29.2 mpg with the cruise control set to 80. I never thought I would be doing this I have become addicted to performance driving schools and events. Although this car is no dragster (275 hp vs 600+), it is unmatched by most cars in turns and is extremely well balanced. (thank you blue flag) If a driver can smoothly carry momentum they will be tough to hang with.After 9000 miles and over $30,000 in repairs and very long waits for parts (nothing seems to be stocked and takes a boat from Germany after being custom made - it is not unusual for the car to be in the shop for 3-5 months) I would say that after owning it for 2.5 years it has spent close to a year in the shop.  Buy a Miata.",3
2010 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),"Smooth, Refined, Classy"," The 2.9 L Cayman has a smooth revving engine mated to a smooth shifting 6-speed manual gearbox. This car is all about refinement and being able to drive fast on twisty roads.  Plenty of cars are faster in a straight-line, but this is about sufficient power for California's public roads.  The vehicle is relatively light (2900lbs.+), so it is still fairly quick  The car drives very well, even with 19"" sport wheels and Pirelli P-Zero tires. The base model lacks a decent sounding stereo, but that would add weight.",5
2010 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),A Proud Owners Comments," I have owned my Cayman S for two short weeks.  I have been impressed with the overall handling and performance.  I traded in a Mercedes Benz SL 500.  I have no regrets.  The styling, performance, and ease of handling has more the exceeded my expectations.  ",5
2009 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),"2009 Cayman, No Substitute For Elite Sports Car"," If your looking for the ultimate sports car, look no further than a Porsche Cayman. From style, performance & relying on a driving experience like no other, all signs point to a Cayman. First, it's a two-seater with enough room for storage & weekend getaways. Due to the unique hatchback design, I can pack my golf clubs, suitcases & accessories with more room available in the forward trunk compartment. German design shares this idea with it's cousin, the VW. Comfort, handling and performance will get you to where you need to go in record time, if you so choose. Shifting & speed gets you around slow traffic & into the clear in a breeze. Gas mileage is excellent & style points off the charts. The Base model has enough HP @275 to give you the driving experience you can enjoy. The S model, for 30 more HP & 5K to 9K more cash, boasts you to dangerous speed levels, if your not experienced. Go test drive a used Cayman & you'll see for yourself why Porsche has been the premier sports car maker for decades!",5
2009 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),"Fun, Fun, Fun"," Driving a Cayman is like driving a VERY fast go cart. The mid engine design makes the twisties incredibly fun. Porsche doesn't let you down even with the ""smaller"" of their line. Get one of your own...you can't have mine!",5
2009 Porsche Cayman Coupe 2dr Coupe (2.9L 6cyl 6M),Performance Uber Alles," If you hate the Prius, this is the metaphysical opposite. Fun versus Big Nurse. After seven years, I still love my Cayman S. The tuning done at Sharkwerks, i.e., Tubi exhaust, chipped onboard computer, carbon fiber interior components, and light-weight and oversized HRE alloy wheels, helps.",5
2009 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Cayman S PDK & Sports Chrono," We stopped by a Porsche dealership to test drive the 911 S.  My wife saw the Cayman S, and she wanted to test drive it as well.  We ended up with the mid-engine Cayman S.  Best decision I've made.",5
